ID,Timestamp,Tweet Url,Group,Collector,Category,Topic,Keywords,Account Handle,Account Name,Account Bio,Account Type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date Posted,Content Type,Likes,Replies,Retweets,Quote Tweets,Reasoning,Remarks
Dec-47,26/02/2023 19:13,https://twitter.com/im_a_taxpayer/status/1266294030763085824,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@im_a_taxpayer,Taxpayer,"I am a taxpayer.
",1,2020-04,41,0,No location,Umaasa talaga sya sa China noh? Di ata aware ang pangulo na China din may gawa ng covid. My Gawdddd i hate drugs,"He really depends on China, right? The president might be unaware that China actually made Covid. My Gawdddd I hate drugs","Text, Reply",29/05/2020 17:03,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-48,26/02/2023 19:13,https://twitter.com/gavinbensing/status/1242039969390067712,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@gavinbensing,Gavvv🥀,"always looking for something
",0,2019-02,319,197,XVI,"Sana yung kalat na pinagga-gawa nitong China e linisin nila. Andami ng apektado, andami ng namamatay ng dahil sa covid na yan.","I hope China fixes the mess they made. A lot were affected, a lot died due to that Covid virus.",Text,23/03/2020 18:46,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
Dec-49,09/03/2023 19:30,https://twitter.com/aronimac2/status/1238441849792000000,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""ncov"" ""gawa"" ""china""",@aronimac2,akototangaaaa,obb,1,2019-08,222,334,Green na Gate,Taena ncov lang tumagal na gawa ng china ah.,"Damn, ncov is the only thing made by China that lasted long.",Text,13/03/2020 20:28,1,14,1,1,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
Dec-50,09/03/2023 19:30,https://twitter.com/Bbermudez18/status/1312570890463268864,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid"" ""pakana"" ""china""",@bbermudez18,random,Singer | Writer | Blessed | Sinner Saved By Grace | Matthew 14:28,0,2012-03,602,1063,No location,Gagawa ng vaccine si China para pagkakitaan. Sila may pakana ng COVID eh. Dapat libre to.,China is making a vaccine to profit from it. They are the ones behind COVID. It should be free.,Text,10/04/2020 9:51,1,17,2,5,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-51,09/03/2023 19:30,https://twitter.com/carmelaloo08/status/1290083331783024640?s=20,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid gawa china""",@carmelaloo08,Carmela Tunay,"🏳️‍🌈📧 carmelatunay@gmail.com// Keep going, you'll get there.",0,2011-12,2474,276856,Makati City,"IT IS A GLOBAL THING THAT OTHER COUNTRIES MANAGED, BUT NOT US BC OF PPL LIKE U AND DUQUE SER.

And yes he did not import COVID, mga idol mo from China may gawa nyan shutaqa","It's a global issue that other countries have managed, but we haven't because of people like you and Duque. And yes, he did not import COVID. Your idols from China are the ones who made it, idiot.","Text, Reply",08/03/2020 8:33,1,63,0,13,1,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-52,09/03/2023 19:30,https://twitter.com/EsmeraldoArrie1/status/1289295050417901570,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid made in china""",@esmeraldoarrie1,Esmeraldo Arriesgado,No bio,0,2020-04,7,0,No location,"Sabi meron na daw vaccine para sa covid 19 Kaso made in China. Magtitiwala pa ba tayo sa bansa na Ito ,matapos sa ginawa nya virus at ikalat sa buong Mundo .","They say there's already a vaccine for COVID-19, but it's made in China. Can we still trust this country after they created the virus and spread it throughout the world?",Text,08/01/2020 4:21,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-53,09/03/2023 19:30,https://twitter.com/momma_angel09/status/1473486007773581315,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@momma_angel09,👼🏻AA👼🏻,"Shits happens but life goes on!!! 

IG : itsme_ANGHEL_",1,2011-02,318,168,Philippines,Ano ba China?? After nyo gumawa Ng COVID shuta Dinosaur naman 🤦🏻‍♀️🤦🏻‍♀️ ano gagawin nyo Jurassic park??,"What's up with China?? After creating COVID, now they're making dinosaurs 🤦🏻‍♀️🤦🏻‍♀️ What are they going to do next, Jurassic Park??","Text, Reply",22/12/2021 2:50,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-54,09/03/2023 19:30,https://twitter.com/q_karyll/status/1445786771862654984,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@q_karyll,ZachiTheo_20,- 𝒔𝒖𝒊 𝒈𝒆𝒏𝒆𝒓𝒊𝒔 -,0,2021-09,26,6,No location,"Funget kasi ng China , kung ano ano pinaggagawang kagagahan sa buhay , gumawa pa ng covid . Bat niyo kasi sinabawan yung paniki mga bonak.","China is ugly, doing all kinds of stupid things in life, even creating COVID. Why did you have to eat bats, you idiots.",Text,10/07/2021 0:23,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-55,09/03/2023 19:30,https://twitter.com/ac_20000102/status/1418420667892994054,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@ac_20000102,🐈‍⬛,idgaf.,1,2021-03,192,251,No location,"China rejects WHO plan for the study of #COVID19 origin.
matic nayan kase nga sila gumawa ng virus sila lang din dapat ang gagawa ng gamot. more covid cases/deaths more money! awit.","China rejects the WHO plan for studying the origin of COVID-19. That's automatic because they made the virus, so they should be the ones making the cure. More COVID cases and deaths mean more money for them! Pathetic.",Text,23/07/2021 4:00,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-56,09/03/2023 19:30,https://twitter.com/neirgudetama/status/1387680940537774081,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@neirgudetama,neirgudetama,No bio,1,2017-08,22,30,No location,"Malaki daw utang na loob sa China, eh China nga gumawa ng COVID 19 in the first place. Wag na galawin ang China? Wag mo ibenta mga isla ng Pinas!
#DutertePalpak #DuterteTraydor","They say we owe China a big debt of gratitude, but it was China that created COVID-19 in the first place. We shouldn't touch China? Don't sell our Philippine islands! #DutertePalpak #DuterteTraydor",Text,29/04/2021 8:11,1,1,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-57,09/03/2023 19:30,https://twitter.com/ernanskie/status/1363354407954341890,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@ernanskie,ernani medenilla,"Still single, had depression and now a diabetic, yet having a blast! always look good on being positive!
Enjoy life while you can",0,2009-05,87,8,"Olongapo City, Philippines","@lordbulb001 @selim_qdc @News5PH Only major economy? Syempre China gumawa ng COVID-19, sila ang nagpa laganap nito. sira ka pala e

Eto o mas accurate na report. https://t.co/9jVLNxOMO7","lordbulb001 @selim_qdc @News5PH Only major economy? Of course, it was China that created COVID-19, they were the ones who spread it. You're messed up.

Here, this is a more accurate report. https://t.co/9jVLNxOMO7","Text, Image",21/02/2021 5:06,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-58,09/03/2023 19:30,https://twitter.com/sarafnuncio/status/1347889015530299395,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid ginawa china""",@sarafnuncio,ali,No bio,1,2015-12,185,166,No location,Covid lang ata yung tumagal na ginawa ng china pota,"COVID seems to be the only thing that China has made that lasted, damn",Text,01/09/2021 12:52,1,1,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-59,09/03/2023 19:30,https://twitter.com/elalalalaaay/status/1346341080673914881,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid ginawa china""",@elalalalaaay,.,No bio,0,2019-04,26,37,diyan lang,"Sa lahat ng ginawa ng China, Covid 19 lang 'yong tumagal.","Out of everything that China has created, only COVID-19 has lasted.",Text,01/05/2021 6:21,1,1,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
Dec-60,30/03/2023 23:44,https://twitter.com/DArealGOLD/status/1242560095319277569,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""coronavirus gawa china""",@darealgold,Darry Gold Abalus,"Certified Public Accountant by heart😉
",0,2015-04,124,39,"Solano, Nueva Vizcaya","China, paki patent naman mga gawa niyong virus. Masiyado ng advance Inventions niyoo.
Bayad narin ng Damages niyo🙄😭
#coronavirus
#Hantavirus","China, kindly patent your created virus. Your inventions are too advanced. Pay for your damages too. 🙄😭
#coronavirus
#Hantavirus",Text,25/03/2020 5:13,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-61,30/03/2023 23:44,https://twitter.com/Enrique00431300/status/1290473234903650304,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""coronavirus gawa china""",@enrique00431300,Enrique Villa,always be happy,0,2020-08,42,4,No location,Lumalabas din ang katotohan na kayong mga china ang may gawa at palano ng lahat lahat! #ChinaAngvirus mga salot kayo! Chinese virologist claims coronavirus came from PLA lab | Taiwan News (https://www.taiwannews.com.tw/en/news/3977823),The truth is revealed that China made and planned everything! #ChinaAngvirus Chinese virologist claims coronavirus came from PLA lab | Taiwan News (https://www.taiwannews.com.tw/en/news/3977823),"Text, URL",08/04/2020 10:22,0,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-62,30/03/2023 23:44,https://twitter.com/ArlaLidor/status/1289541972311515137,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""coronavirus gawa china""",@arlalidor,Arla Lidor,"makeups is my thing
",1,2019-01,59,48,No location,kaya dapat tawag na sa corona virus.. China CoronaVirus.. pra wala sinu mang makakalimot na sila ang may gawa ng virus na yan #ChinaAngVirus,Coronavirus should be called China Coronavirus so no one forgets they were the ones who made the virus #ChinaAngVirus,"Text, Reply",08/01/2020 20:42,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-63,30/03/2023 23:44,https://twitter.com/SyreelL/status/1303509506136051712,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""coronavirus gawa china""",@syreell,Syreel Lee,"ＰＨＩＬＩＰＰＩＮＥＳ

𝓢𝔂𝓻𝓮𝓮𝓵 𝓛𝓮𝓮  𝓢𝓪𝓵𝓲𝓷𝓪𝓼 𝓖𝓾𝓶𝓪𝓷𝓫𝓪𝓷 𝓛𝓪𝓻𝓰𝓸 𝓖𝓸𝓶𝓮𝔃

𝑆𝑢𝑏𝑎𝑛𝑒𝑛 𝑇𝑟𝑖𝑏𝑒-𝑆𝑝𝑎𝑛𝑖𝑠ℎ 𝑏𝑙𝑜𝑜𝑑𝑒𝑑-𝐹𝑖𝑙𝑖𝑝𝑖𝑛𝑎",0,2020-09,104,0,No location,"Ito lang ang pinakamatibay na gawa ng China.
#coronavirus https://t.co/Nps3TAa4wM",This is the most durable thing China has created. #coronavirus https://t.co/Nps3TAa4wM,"Text, Image",09/09/2020 9:44,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-64,30/03/2023 23:44,https://twitter.com/junjijayme165/status/1339672569851432960,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""coronavirus gawa china""",@junjijayme165,Legalist,"Legalist is an online lawyer specializing in contract preparation and review, and legal consultation through the internet.",0,2014-06,659,606,No location,"Ideal: Coronavirus galing sa nature
Reality: Coronavirus gawa ni China","Ideal: Coronavirus originated from nature
Reality: Coronavirus created by China","Text, Reply",18/12/2020 4:43,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-65,31/03/2023 1:16,https://twitter.com/jeromeyanyow/status/1244551229071437825,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@jeromeyanyow,JEROME MICHAEL G.💸,343323601 dota 2 🎈 // inquire me @  Primelensdigitalstudio.com 🎥📷,0,2015-05,324,188,No location,Mga chinese na yan hilig talaga gumawa ng made in china tignan mk yung covid ayun lang yung legit na gawa nila 🤦‍♂️🤷‍♂️,"Those Chinese really like making things, look at Covid and how it's the only legitimate thing they made",Text,30/03/2020 17:05,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-66,31/03/2023 1:16,https://twitter.com/frenchfernande2/status/1242699736303513600,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@frenchfernande2,Morning Girl,I love my country second to our Lord God,0,2020-01,3295,2212,No location,"@RenHu2 @ProfessorUno Tama dahil sa pilipinas, meron pangulo at mga gabineteng, tuta ng China at utusan ni XI Jin ping ang salot at hayop NA gumawa ng covid virus","@RenHu2 @ProfessorUno You're right, because of the Philippines, there's a president and cabinet who are serving China and Xi Jin Ping, the animal who made Covid virus","Text, Reply",25/03/2020 14:28,1,7,0,1,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-67,31/03/2023 1:16,https://twitter.com/junncabanaoan/status/1242468448577429505,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@junncabanaoan,underrated.keivenn,skeptical sanguine,0,2016-03,207,278,Thea Angel's ♥,"CHINA CREATED COVID AND THIS VIRUS ONLY IS SEEN AS PANDEMIC. BUT AS OF NOW, COVID IS GIVING THE EARTH TIME TO RECOVER. KAYA PLEASE CHINA, OKAY NA YUNG COVID LANG, NO MORE VIRUS, GUMAWA PA NG ISA EE. KABABOYAN","China created Covid and this virus only is seen as pandemic. But as of now, Covid is giving the earth time to recover. So please China, Covid is already enough, no more virus, you still made another one.",Text,24/03/2020 23:08,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
Dec-68,31/03/2023 1:16,https://twitter.com/jconcepcion929/status/1246517594112135168,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@jconcepcion929,Wazowski,Life's a mess,0,2018-09,668,225,anodrac,Putanginaa mo covid ha tanginaa sinisira mo mga plano ko ngayong bakasyon putanginaa mo umalis ka na sa pinas balik ka na sa china yung gumawa sayo sila patayin nyo,"Fuck you covid, you are ruining my plans for this vacation. Leave the Philippines and go back to China, kill the ones who created you.",Text,04/05/2020 3:18,1,1,2,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
Dec-69,31/03/2023 1:16,https://twitter.com/flourescent18/status/1274117322140082176,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@flourescent18,flourescent,knowbetter,1,2020-04,234,2,No location,"@cnnphilippines covid-19 test kits will only prove futile when it is made in CHINA. ""HINDI NA TAYO NATUTO! CHINA NA ANG GUMAWA NG CHINESE VIRUS COVID-19,SIYA PA RIN ANG NAGKAPERA. PINOYS LOOK STUPID!","The COVID-19 test kits made in China will only be useless, we haven't learned our lesson! China made the Chinese virus COVID-19 and they still profited from it. Filipinos look stupid!","Text, Reply",20/06/2020 7:10,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-70,31/03/2023 1:16,https://twitter.com/jaydra17/status/1267515149692239873,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@jaydra17,Jaydra,Actors & Actresses Arts & Culture Classic Rock Dance/Electronic Cute animals Design & Architecture Entertainment Fashion & Beauty Fitness Government & Politics,1,2016-04,184,26,"Marikina City, National Capital Region",Sinadya ng China na gumawa ng covid virus para mabenta mga production nila? Kumita nanaman ang China dahil online na raw ang schooling ng mga bata.,China intentionally made the COVID virus so that their products will sell? China profited again because schools are now online for children,Text,06/02/2020 1:55,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-71,31/03/2023 1:16,https://twitter.com/KyleBurke0169/status/1299567676424163330,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@kyleburke0169,Kyle Burke,Nothing much in life. Cool dude. Chill,0,2018-12,325,159,"Ketchikan, Alaska","@TrillanesSonny Sonny, pls e siwalat mo na kung anong ginawa mo sa china. Kasama kaba sa gumawa ng covid or kasama ka sa pag benta. Sabihin mo na before matapos ang mundo. 🤯🤯🤯","@TrillanesSonny Sonny, please reveal what you did in China. Were you involved in creating COVID or selling it? Tell us before the world ends. 🤯🤯🤯","Text, Reply",29/08/2020 12:40,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-72,31/03/2023 2:31,https://twitter.com/AKOSiLOLANiDORA/status/1424158119291023367,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid ginawa china""",@akosilolanidora,LOLA NIDORA,No bio,1,2012-08,4264,826043,No location,"GUSTO KO LANG MALAMAN KUNG PAANO GINAWA NG CHINA ANG COVID, ANO KAYA MGA INGREDIENTS NILA , ANG LALA KASI NG DAMAGE , CHINA BAKA NAMAN !!!!","I just want to know how China made COVID, what are their ingredients. The damage is severe, maybe China [can let us know]?",Text,08/08/2021 7:58,1,6,1,1,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-73,31/03/2023 2:31,https://twitter.com/Rads16573622/status/1437297213479133187,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid ginawa china""",@rads16573622,Rads,Eut,1,2021-06,30,3,No location,@rryyyaaaannnn You know what while watching the hearing. Na conclude ko ang COVID-19 ay ginawa ng China  para maging negosyo at maging supplier sila ng lahat at may connection sa government kaya look puro Chinese ang mga sangkot. Tapos mali2 pa ang mga sinasabi. Kawawa mga namatay dahil dito.,"@rryyyaaaannnn You know what, while watching the hearing, I concluded that COVID-19 was created by China for business purposes and to become the supplier of everything. They have connections with the government, that's why all those involved are Chinese. And they keep saying things that are not true. The people who died because of this are so pitiful.","Text, Reply",13/09/2021 14:08,1,1,0,1,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-74,31/03/2023 2:31,https://twitter.com/cjncndro/status/1239454358976135169,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""ncov gawa china""",@cjncndro,nero,Her,1,2019-05,270,354,"Miyagi-ken, Japan",Sa lahat ng gawa ng china ncov yung hinde pake HAHAHAHAHAHAHAHA,"Of all the things made in China, only nCoV is not fake. HAHAHAHAHAHAHAHA.",Text,16/03/2020 15:32,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-75,31/03/2023 2:31,https://twitter.com/_KYYYLEEE/status/1249661034303897600,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""ncov ginawa china""",@_kyyyleee,UNCHAINED,ig:_kyyyyylee,0,2018-10,229,173,sa cr tumatae,Sa dami ng ginawa ng china ncov lang nag tagal🤦🏻‍♀,"With all the things that China has created, only NCOV lasted.",Text,13/04/2020 19:29,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
Dec-76,31/03/2023 2:31,https://twitter.com/camscvrn/status/1238820635431677952,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""ncov ginawa china""",@camscvrn,uno,"anon :))

tg:camscvrn",1,2014-01,253,556,mnl,NCOV LANG ANG GINAWA NG CHINA NA HINDI PEKE,"Out of all the things made by China, only NCOV is not fake.",Text,14/03/2020 21:33,1,8,0,6,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
