ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
12-56,09/03/2023 19:30:23,https://twitter.com/neirgudetama/status/1387680940537774081,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@neirgudetama,neirgudetama,,Anonymous,08/2017,22,30,,"Malaki daw utang na loob sa China, eh China nga gumawa ng COVID 19 in the first place. Wag na galawin ang China? Wag mo ibenta mga isla ng Pinas!
#DutertePalpak #DuterteTraydor","They say we owe China a big debt of gratitude, but it was China that created COVID-19 in the first place. We shouldn't touch China? Don't sell our Philippine islands! #DutertePalpak #DuterteTraydor",Text,29/04/2021 8:11:32,,Emotional,1,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-57,09/03/2023 19:30:23,https://twitter.com/ernanskie/status/1363354407954341890,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@ernanskie,ernani medenilla,"Still single, had depression and now a diabetic, yet having a blast! always look good on being positive!
Enjoy life while you can",Identified,05/2009,87,8,"Olongapo City, Philippines","@lordbulb001 @selim_qdc @News5PH Only major economy? Syempre China gumawa ng COVID-19, sila ang nagpa laganap nito. sira ka pala e

Eto o mas accurate na report. https://t.co/9jVLNxOMO7","lordbulb001 @selim_qdc @News5PH Only major economy? Of course, it was China that created COVID-19, they were the ones who spread it. You're messed up.

Here, this is a more accurate report. https://t.co/9jVLNxOMO7","Text, Image",21/02/2021 5:06:35,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-58,09/03/2023 19:30:23,https://twitter.com/sarafnuncio/status/1347889015530299395,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid ginawa china""",@sarafnuncio,ali,,Anonymous,12/2015,185,166,,Covid lang ata yung tumagal na ginawa ng china pota,"COVID seems to be the only thing that China has made that lasted, damn",Text,09/01/2021 12:52:38,,Emotional,1,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-59,09/03/2023 19:30:23,https://twitter.com/elalalalaaay/status/1346341080673914881,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid ginawa china""",@elalalalaaay,.,,Identified,04/2019,26,37,diyan lang,"Sa lahat ng ginawa ng China, Covid 19 lang 'yong tumagal.","Out of everything that China has created, only COVID-19 has lasted.",Text,05/01/2021 6:21:42,,Emotional,1,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-72,31/03/2023 02:31:00,https://twitter.com/AKOSiLOLANiDORA/status/1424158119291023367,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid ginawa china""",@AKOSiLOLANiDORA,LOLA NIDORA,,Anonymous,08/2012,4264,826043,,"GUSTO KO LANG MALAMAN KUNG PAANO GINAWA NG CHINA ANG COVID, ANO KAYA MGA INGREDIENTS NILA , ANG LALA KASI NG DAMAGE , CHINA BAKA NAMAN !!!!","I just want to know how China made COVID, what are their ingredients. The damage is severe, maybe China [can let us know]?",Text,08/08/2021 7:58:49,,Emotional,6,1,1,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-73,31/03/2023 02:31:00,https://twitter.com/Rads16573622/status/1437297213479133187,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid ginawa china""",@Rads16573622,Rads,Eut,Anonymous,06/2021,30,3,,@rryyyaaaannnn You know what while watching the hearing. Na conclude ko ang COVID-19 ay ginawa ng China  para maging negosyo at maging supplier sila ng lahat at may connection sa government kaya look puro Chinese ang mga sangkot. Tapos mali2 pa ang mga sinasabi. Kawawa mga namatay dahil dito.,"@rryyyaaaannnn You know what, while watching the hearing, I concluded that COVID-19 was created by China for business purposes and to become the supplier of everything. They have connections with the government, that's why all those involved are Chinese. And they keep saying things that are not true. The people who died because of this are so pitiful.","Text, Reply",13/09/2021 14:08:54,,Emotional,1,0,1,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-74,31/03/2023 02:31:00,https://twitter.com/cjncndro/status/1239454358976135169,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""ncov gawa china""",@cjncndro,nero,Her,Anonymous,05/2019,270,354,"Miyagi-ken, Japan",Sa lahat ng gawa ng china ncov yung hinde pake HAHAHAHAHAHAHAHA,"Of all the things made in China, only nCoV is not fake. HAHAHAHAHAHAHAHA.",Text,16/03/2020 15:32:01,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-75,31/03/2023 02:31:00,https://twitter.com/_KYYYLEEE/status/1249661034303897600,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""ncov ginawa china""",@_KYYYLEEE,UNCHAINED,ig:_kyyyyylee,Identified,10/2018,229,173,sa cr tumatae,Sa dami ng ginawa ng china ncov lang nag tagal🤦🏻‍♀,"With all the things that China has created, only NCOV lasted.",Text,13/04/2020 19:29:42,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-76,31/03/2023 02:31:00,https://twitter.com/camscvrn/status/1238820635431677952,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""ncov ginawa china""",@camscvrn,uno,"anon :))

tg:camscvrn",Anonymous,01/2014,253,556,mnl,NCOV LANG ANG GINAWA NG CHINA NA HINDI PEKE,"Out of all the things made by China, only NCOV is not fake.",Text,14/03/2020 21:33:50,,Emotional,8,0,6,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-77,31/03/2023 02:31:00,https://twitter.com/jameslouuuuu/status/1380308857331716098,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china created covid""",@jameslouuuuu,Leo ♌,Nothing,Identified,01/2014,358,977,"Cagayan De Oro City, Northern","#China Created the Virus para ma divert attention ng lahat, habang busy ang buong mundo dahil sa Pandemic COVID-19 na galing sa Potang inang China! Ang china busy din sila sa pag angkin sa isla ng pilipinas! What the Hell China!This is too much CHINA! Mga mukhang Monggoloid.","#China created the virus to divert everyone's attention, while the whole world is busy due to the pandemic and COVID-19 which came from China! China itself is busy with claiming of Philippine islands! What the hell China! This is too much CHINA! Monggoloid-looking people.",Text,09/04/2021 7:57:31,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-78,31/03/2023 02:31:00,https://twitter.com/RaxenP/status/1375225001826152448,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china created covid""",@RaxenP,RC 💝🎀💝🎀,Simple and God Fearing,Identified,06/2020,48,9,,"@inquirerdotnet So Mr Duterte, COVID-19 is a BUSINESS? A business from CHINA. They created the virus para bumagsak ang economy ng buong mundo! 😡😡😡","@inquirerdotnet So Mr Duterte, COVID-19 is a BUSINESS? A business from CHINA. They created the virus to crash the economy of the whole world! 😡😡😡","Text, Reply",26/03/2021 7:16:05,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-79,31/03/2023 02:31:00,https://twitter.com/T4rgetL0cked/status/1407204502214647815,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""tsino gawa covid""",@T4rgetL0cked,Storymaker,You are as good as your last story.,Anonymous,03/2019,589,8722,,"IBA NA NGA PANAHON NGAYON. PILIPINO NA PINAPAALIS SA PINAS PAG MAMILI NG BAKUNA. 

HABANG YUNG MGA TSINO NA MAY GAWA NG COVID, WELCOME NA SA WPS, WELCOME DIN PATI MAG NEGOSYO KAHIT MGA SINDIKATO.","It's a different time nowadays. Filipinos are being forced to leave the Philippines when they choose which vaccine to take. Meanwhile, the Chinese who created COVID-19 are welcome in the West Philippine Sea, and they are also welcome to do business there, even the syndicates.",Text,22/06/2021 13:11:12,,Emotional,41,1,12,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-80,31/03/2023 02:31:00,https://twitter.com/JohnronP/status/1286594618637746177,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""tsina ginawa covid""",@JohnronP,ron 🇵🇭🇺🇦🌏💖,,Anonymous,01/2014,3358,1426,,"@ka_fredo Kaya ginawa ng Tsina yan covid is to push their evil intentions na walang makakapalag dahil deadly virus ang kalaban, look at HK, bilis tinapos na siyang ginagawa naman dito ng pamahalaan,create chaos around the world while leeching into societies Buti na lang US is pushing back","@ka_fredo That's why China created COVID-19, to push their evil intentions without any resistance since the enemy is a deadly virus. Look at Hong Kong, they quickly put an end to it. Here in the Philippines, the government is doing the same, creating chaos around the world while leeching into societies. Fortunately, the US is pushing back.","Text, Reply",24/07/2020 17:30:35,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-81,31/03/2023 02:31:00,https://twitter.com/kookolatae/status/1312776617173811200,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@kookolatae,jeff,I stan the most talented group in the world,Anonymous,04/2019,69,13,🇵🇭 • 🇰🇷,TAENA NYO MGA TAGA CHINA KAYO SUMAGOT NITONG MODULE KO TUTAL KAYO RIN NAMAN GUMAWA NG VIRUS,"DAMN YOU CHINESE, ANSWER MY MODULE SINCE YOU WERE THE ONE WHO CREATED THE VIRUS",Text,04/10/2020 23:28:30,,Emotional,0,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-82,31/03/2023 02:31:00,https://twitter.com/ismayliqueen/status/1294483387357437952,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@ismayliqueen,joy,I'm a survivor in more ways than you know,Identified,02/2012,387,680,"Palawan, PH","Si China gumawa ng virus, sila pa ngayon kumikita ngayon dahil sa faceshield.","China created the virus, and now they are profiting from the sale of face shields.",Text,15/08/2020 11:57:44,,Emotional,2,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-103,03/04/2023 1:38:00,https://twitter.com/negachaejalnaga/status/1221235351445860352,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@negachaejalnaga,kyle is inactive,"I’ll make it someday, I’m claiming it. | wattpad: my.w.tt/xaZhbteZx7",Anonymous,04/2019,517,267,"brent, kn, gwy",chinese new year pa e papatayin din naman tayo ng virus na china ang gumawa hsksjksksks,"It's the Chinese New Year and yet we will still be killed by the virus made by China, haha.",Text,26/01/2020 08:56:11,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-104,03/04/2023 1:38:00,https://twitter.com/dckervin29/status/1225205145878724608,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@dckervin29,Kervin,faith in god🙏,Anonymous,02/2020,72,3,"Manila City, National Capital Region","Putang ina Ang china talaga sila pala Ang gumawa ng Corona virus may secret loboratory sila wuhan market sa under ground nito at aksidenteng sumingaw sa labas ng market ng wuhan kaya kumalat Ang virus na ginawa nila,tapos ginawa nilang human testing Ang sarili nilang kababayan at","Fuck China really, they were the ones who made the Corona virus. They have a secret laboratory under the Wuhan market and it accidentally leaked outside the market that's why the virus they made spread. They even made human testing on their own citizens.",Text,06/02/2020 7:50:44,,Emotional,0,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-105,03/04/2023 1:38:00,https://twitter.com/boybasagPH/status/1339550692218785797,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@boybasagPH,Brad 🍥,Believes in principle of FAFO (FuckAround=FindOut),Anonymous,01/2017,852,1150,Multiverse,@gmanews mas tiwala prin ako sa vaccine na gawa ng china! dahil sila ang gumawa ng virus!,I still trust the vaccine made in China more! Because they are the ones who made the virus!,"Text, Reply",17/12/2020 20:39:07,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-106,03/04/2023 1:38:00,https://twitter.com/mybabypipay/status/1305814519252267009,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@mybabypipay,Gina Lim,,Anonymous,06/2012,158,96,Taguig,"@ABSCBNNews Ang galing ano, gumawa sila ng virus tapos sila din gagawa ng vaccine. Totoo nga siguro na man made yung virus, gawang China","@ABSCBNNews Amazing right, they made the virus and now they're making the vaccine. Maybe it's true that the virus is man-made, made in China.","Text, Reply",15/09/2020 18:23:36,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-107,03/04/2023 1:38:00,https://twitter.com/frenchfernande2/status/1309280676869361665,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@frenchfernande2,Morning Girl,I love my country second to our Lord God,Anonymous,01/2020,3294,2213,,"Nasadaktan ang china sa mga sinabi ni trump, Totoo naman, gumawa sila ng virus at pinakalat sa@buong mundo kaya dapat managot mga demonyong yan, lalo na si xi jin ping at ang buong red china military","China was hurt by Trump's words. It's true that they made the virus and spread it all over the world. Those demons should be held accountable, especially Xi Jinping and the entire Red China military","Text, Reply",25/09/2020 07:56:53,,Emotional,10,0,1,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-108,03/04/2023 1:38:00,https://twitter.com/CasipitNesmar/status/1289850828002455553,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@CasipitNesmar,Nesmar Casipit,I likeyou,Anonymous,07/2020,24,0,,"China talaga Ang gumawa Ng virus na Yan
#ChinaAngVirus 
https://t.co/Gwyftqi8SG","It's really China who made that virus
#ChinaAngVirus 
https://t.co/Gwyftqi8SG","Text, URL",02/08/2020 17:09:36,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-109,03/04/2023 1:38:00,https://twitter.com/pinamto/status/1292417928814407680,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@pinamto,Stephanie rin pinamto,,Anonymous,07/2020,1,1,,"Gumawa n nga kayo ng virus china nag share p kayo tindi nyo
#LayasChina #ChinaAngVirus https://t.co/Z79fjg07N2","You made the virus, China, and you spread it, how ruthless of you. #LayasChina #ChinaAngVirus https://t.co/Z79fjg07N2","Text, Image",09/08/2020 19:10:20,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-110,03/04/2023 1:38:00,https://twitter.com/JPOOOOL/status/1298798301085458434,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@JPOOOOL,保罗男孩 #AcademinFreeze,XVI,Anonymous,01/2020,63,43,"Miami Beach, FL",PAK U CHINA KASALANAN MO TO KUNG BAKIT KAMI NA NAHIHIRAPAN NGAYON KUNG HINDI KAYO GUMAWA NG PUTANGINANG VIRUS NIYO EDI SANA NORMAL LAHAT NG BUHAY NG MGA TAO NGAYON.,"Fuck you China, this is your fault why we are struggling now. If only you didn't create your damn virus, everything would be normal for people.",Text,27/08/2020 09:43:40,,Emotional,1,0,1,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-111,03/04/2023 1:38:00,https://twitter.com/BrandoMarlon_BM/status/1299387982957498373,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@BrandoMarlon_BM,Brando Marlon,"COMICS, MOVIES, SERIES and ANIMEs",Anonymous,02/2020,425,29,House Revan,"@gmanews Kasi china lang talaga ang gumawa ng virus para guluhin ang pang-araw-araw ng mga tao sa mundo. Kung ayaw nyo chinese, e di mga instik beho na lang may mga kasalanan. Sige sila na lang.","Because China is the only one who created the virus to disrupt the daily lives of people in the world. If you don't like the Chinese, then just blame the 'instik beho'. Let them take the blame.","Text, Reply",29/08/2020 00:46:51,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-112,03/04/2023 1:38:00,https://twitter.com/Vardinet2143/status/1271329704750923776,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@Vardinet2143,Vardi,ฉันรักคุณ 🌈,Identified,04/2016,90,213,National Capital Region,Sila nga gumawa ng virus tapos sakanila pa galing ung vaccine 🙂 hay nako baka MADE IN CHINA yan hahahahah fake,"They created the virus and now the vaccine comes from them 🙂 oh well, it might be MADE IN CHINA hahahahah fake.","Text, Reply",12/06/2020 14:33:16,,Emotional,1,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-113,03/04/2023 1:38:00,https://twitter.com/kennethnantes7/status/1266194818633363459,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@kennethnantes7,VM Kenneth Nantes,"Vice Mayor, Entrepreneur, Pilot, SkyDiver, Surfer, Wakeboarder, ScubaDiver, Traveler, Mountaineer, Rock Climber, Biker, Musician, Frat man",Identified,12/2012,279,589,"Sampaloc, Quezon","Syempre sila siguro ang gumawa ng virus, kaya malamang sila din ang may antedote o vaccine. Di ko alam kung ako lang, pero wala talaga akong tiwala sa China. Pakiramdam ko tama ang mga conspiracy theories about Covid19.","Of course, they are probably the ones who created the virus, so most likely they also have the antidote or vaccine. I don't know if it's just me, but I really don't trust China. I feel like the conspiracy theories about Covid19 are true.","Text, Reply",29/05/2020 10:29:04,,Emotional,3,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-114,03/04/2023 1:38:00,https://twitter.com/woomi_i/status/1274483431250866176,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@woomi_i,🍜,,Anonymous,08/2018,556,524,🏳️‍🌈,Nakakainis talaga china potek gumawa na nga ng virus..kakain pa ng aso saka pusa anak ng putragis!!!,"China is really annoying, they created the virus and they even eat dogs and cats. Damn it!!!",Text,21/06/2020 07:25:03,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-115,03/04/2023 1:38:00,https://twitter.com/Pepsicollagen/status/1257188714234605568,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@Pepsicollagen,Pepc Paloma,5”11  Kakampink 💖,Anonymous,01/2015,3713,6349,,@chronus14 Korek! Parang china lang. gumawa sila ng virus they offered help then yun na may utang na loob kana sakanila.,"@chronus14 Correct! It's like China. They created the virus, offered help, and then you owe them.","Text, Reply",04/05/2020 14:02:01,,Emotional,4,0,1,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-116,03/04/2023 1:38:00,https://twitter.com/monetski07/status/1257658695690801153,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@monetski07,mamü,AMAZONANG PALABAN!,Anonymous,09/2010,238,11,"uae, manila","ANG GAHAMANG KOMUNISTANG TSINA, NA GUSTONG SAKUPIN AT MAG HARI HARIAN SA BUONG MUNDO, GUMAWA NG NAKAKAMATAY NA CORONA VIRUS GALING SA WUHAAN , CHINA.. PARA PATAYIN ANG MGA TAO SA BUONG MUNDO, UPANG SILA NA ANG MAMUNO SA DAIGDIG! 
#KILUSANONTRATSINA https://t.co/zLGhDttB2a","The greedy communist China, who wants to conquer and reign over the whole world, made a deadly coronavirus from Wuhan, China, to kill people worldwide, so that they can rule the world!
#KILUSANONTRATSINA https://t.co/zLGhDttB2a","Text, Image",05/05/2020 21:09:33,,Emotional,1,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-117,03/04/2023 1:38:00,https://twitter.com/ab_pantaleon/status/1262672310164570112,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@ab_pantaleon,Abpantaleov,Life Is Good,Anonymous,09/2012,227,1623,Republic of the Philippines,@ABSCBNNews China ang gumawa ng virus sila din ang naka discover ng vaccine WTF,@ABSCBNNews China created the virus and they also discovered the vaccine. WTF.,"Text, Reply",19/05/2020 17:11:52,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
